tourist_id,gender,age,age_group,source_province,attraction_name,attraction_category,attraction_level,city,province,ticket_price,visit_date,visit_duration_hours,spend_amount,other_spend,rating,is_group_tour,group_fee,trip_days,main_spots,transport_mode,season,is_holiday,recommendation_level,satisfaction_level
102,Male,31,26-35,Hubei,Wei Fang Qing Zhou Gu Cheng,Ancient Town,5A,Wei Fang Shi,Shandong,0,2024/3/9,4.6,133.21,133.21,4,Yes,2672,2,"Long Men Shi Ku ,  Shou Xian Gu Cheng ,  Lu Gu Hu ( Yun Nan Bu Fen )",Kong Tiao Da Ba,Chun Ji,Yes,Recommend,Satisfied
103,Female,55,46-55,Hubei,He Chi Ba Ma Chang Shou Cun,Min Su Wen Hua,4A,He Chi Shi,Guangxi,0,2023/5/1,5.4,0,0,4.4,Yes,4822,6,"Lang Fang Tian Xia Di Yi Cheng ,  San Jiang Cheng Yang Ba Zhai ,  Wu Zhen",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
104,Female,36,36-45,Jilin,Da Lian Sen Lin Dong Wu Yuan,Zoo,4A,Da Lian Shi,Liaoning,120,2022/5/20,4.1,289.56,169.56,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
105,Female,44,36-45,Shanxi,Fu Jian Tu Lou,Historical Architecture,5A,Long Yan Shi,Fujian,100,2023/11/28,2.9,221.78,121.78,3.9,No,,,,,Autumn,No,Recommend,Satisfied
106,Male,54,46-55,Hong Kong,Kun Ming Shi Bo Yuan,Theme Park,5A,Kun Ming Shi,Yunnan,100,2025/1/17,2.7,589.64,489.64,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
107,Male,47,46-55,Jilin,Shan Xi Li Shi Bo Wu Guan,Wen Bo Yuan Guan,4A,Xi An Shi,Shaanxi,0,2024/12/19,4.9,0,0,4.4,No,,,,,Winter,No,Recommend,Satisfied
108,Female,56,56+,Anhui,Zhu Hai Zhang Long Hai Yang Wang Guo,Theme Park,5A,Zhu Hai Shi,Guangdong,395,2024/2/5,4.3,469.04,74.04,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
109,Female,48,46-55,Tibet,Fang Chuan Feng Jing Qu,Natural Scenery,4A,Yan Bian Zhou,Jilin,70,2024/8/11,2.6,492.22,422.22,4.8,No,,,,,Summer,Yes,Highly Recommend,Very Satisfied
110,Female,69,56+,Xinjiang,Quan Zhou Kai Yuan Si,Religious Culture,4A,Quan Zhou Shi,Fujian,0,2024/12/13,3,0,0,3.7,No,,,,,Winter,No,Recommend,Satisfied
111,Male,20,18-25,Shanxi,Sui Zhou Yan Di Gu Li,Historical Culture,4A,Sui Zhou Shi,Hubei,60,2024/3/10,1,183.06,123.06,4.6,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
112,Female,70,56+,Gansu,Quan Zhou Kai Yuan Si,Religious Culture,4A,Quan Zhou Shi,Fujian,0,2025/4/12,5.1,129.6,129.6,3.9,Yes,3114,7,"Wu Da Lian Chi ,  Qing Dao Pi Jiu Bo Wu Guan ,  Shi Jie Gong Yuan",Gao Tie + Da Ba,Chun Ji,Yes,Recommend,Satisfied
113,Female,41,36-45,Chongqing,Shou Xi Hu,Natural Scenery,5A,Yang Zhou Shi,Jiangsu,150,2023/7/14,7.7,381.31,231.31,4.2,No,,,,,Summer,No,Recommend,Satisfied
114,Female,22,18-25,Beijing,Yue Yang Jun Shan Dao,Natural Scenery,5A,Yue Yang Shi,Hunan,78,2023/3/11,7.6,78,0,5,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
115,Female,42,36-45,Hunan,Yi Meng Shan,Natural Scenery,5A,Lin Yi Shi,Shandong,70,2023/2/14,4.5,346.27,276.27,4.6,Yes,810,1,"Jian Men Guan ,  He Chi Ba Ma Chang Shou Cun ,  Da Xing An Ling Mo He Bei Ji Cun ,  Xi Tang Gu Zhen",Gao Tie + Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
116,Male,28,26-35,Xinjiang,Jia Xing Nan Hu,Revolutionary Site,5A,Jia Xing Shi,Zhejiang,60,2023/12/1,4.1,473.63,413.63,4.6,Yes,4724,7,"He Gang Luo Bei Ming Shan Dao ,  Xi Tang Gu Zhen ,  Chang Zhou Zhong Hua Kong Long Yuan ,  Jin Shi Tan ,  Jin Shan Ling Chang Cheng",Kong Tiao Da Ba,Winter,No,Highly Recommend,Very Satisfied
117,Female,48,46-55,Shaanxi,Dong Fang Ming Zhu,Urban Landmark,5A,Shanghai,Shanghai,220,2024/5/17,5.5,697.41,477.41,4.4,Yes,4082,1,"Zhong Du Gou ,  Guo Jia Bo Wu Guan ,  Zhong Guo Xue Xiang ,  Wei Zhou Dao ,  Chang Bai Shan ,  Luo Fu Shan",Gao Tie + Da Ba,Chun Ji,No,Recommend,Satisfied
118,Female,60,56+,Guangdong,Nan Jing Bo Wu Yuan,Wen Bo Yuan Guan,4A,Nan Jing Shi,Jiangsu,0,2024/10/29,2.1,126.67,126.67,3.9,No,,,,,Autumn,Yes,Recommend,Satisfied
119,Female,68,56+,Jiangxi,Shang Hai Huan Le Gu,Theme Park,4A,Shanghai,Shanghai,230,2023/9/1,3.9,707.87,477.87,4,No,,,,,Autumn,No,Recommend,Satisfied
120,Male,41,36-45,Shanxi,Ming Huang Ling,Historical Site,4A,Chu Zhou Shi,Anhui,70,2023/6/9,6,70,0,4,Yes,912,6,"Li Shui Yun He Ti Tian ,  Mu Lan Wen Hua Sheng Tai Lv You Qu ,  Du Jiang Yan ,  Shao Lin Si ,  Ning Bo Tian Yi Ge ,  Hui Zhou Xi Hu",Kong Tiao Da Ba,Summer,No,Recommend,Satisfied
121,Female,34,26-35,Inner Mongolia,Quan Zhou Qing Jing Tao Yuan,Natural Scenery,4A,Quan Zhou Shi,Fujian,50,2024/1/2,7.7,50,0,4.9,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
122,Male,51,46-55,Beijing,Jin Zhou Bi Jia Shan,Natural Scenery,4A,Jin Zhou Shi,Liaoning,65,2024/12/1,7.8,119.96,54.96,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
123,Male,29,26-35,Hainan,Zi Que Jie Ti Tian,Natural Scenery,4A,Lou Di Shi,Hunan,68,2024/6/18,2.7,68,0,4.3,No,,,,,Summer,No,Recommend,Satisfied
124,Male,56,56+,Anhui,Fu Xin Hai Tang Shan,Natural Culture,4A,Fu Xin Shi,Liaoning,50,2022/12/31,4.6,50,0,4.3,Yes,1333,6,"Shang Hai Zi Ran Bo Wu Guan ,  Chen Jia Ci ,  San Xia Ren Jia",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
125,Female,19,18-25,Chongqing,Xiang Hai Zi Ran Bao Hu Qu,Natural Scenery,4A,Bai Cheng Shi,Jilin,70,2024/9/8,3.3,171.02,101.02,3.8,No,,,,,Autumn,Yes,Recommend,Satisfied
126,Male,51,46-55,Henan,Ha Er Bin Bing Xue Da Shi Jie,Theme Park,4A,Ha Er Bin Shi,Heilongjiang,330,2023/1/21,4.2,330,0,3.7,Yes,2186,7,"Zhong Du Gou ,  Liu Ding Shan ,  Zhong Shan Ling ,  Sha Jia Bang ,  Fu Xian Hu ,  Le Shan Da Fu",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
127,Male,30,26-35,Zhejiang,Da Xing An Ling Mo He Bei Ji Cun,Natural Scenery,4A,Da Xing An Ling Di Qu,Heilongjiang,68,2024/2/5,1.4,211.87,143.87,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
128,Male,70,56+,Taiwan,Bai Shui Yang,Natural Scenery,5A,Ning De Shi,Fujian,120,2024/7/7,2.8,120,0,4.1,No,,,,,Summer,Yes,Recommend,Satisfied
129,Male,45,36-45,Hong Kong,Wang Jia Da Yuan,Historical Architecture,4A,Jin Zhong Shi,Shanxi,55,2025/2/1,2.8,55,0,4.7,Yes,2932,2,"Nan Yue Heng Shan ,  Lu Gu Hu ( Yun Nan Bu Fen ),  Da Qing Tie Ren Ji Nian Guan ,  Ning De Yuan Yang Xi ,  Tai Hang Shan Da Xia Gu",Fei Ji + Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
130,Female,27,26-35,Inner Mongolia,Fu Zhou San Shan Liang Ta,Historical Culture,4A,Fu Zhou Shi,Fujian,0,2022/12/28,2.4,88.67,88.67,4.7,No,,,,,Winter,No,Highly Recommend,Very Satisfied
131,Male,61,56+,Shaanxi,Liu Ding Shan,Religious Culture,5A,Yan Bian Zhou,Jilin,110,2025/4/27,6.8,494.12,384.12,4.3,No,,,,,Chun Ji,Yes,Recommend,Satisfied
132,Male,43,36-45,Taiwan,Tian Zi Fang,Wen Hua Yi Shu,3A,Shanghai,Shanghai,0,2024/11/11,5.8,10.24,10.24,3.6,Yes,5514,4,"Huang Long ,  Wu Qiao Za Ji Da Shi Jie ,  Zi Que Jie Ti Tian",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
133,Female,61,56+,Hebei,Cheng Du Da Xiong Mao Fan Yu Ji Di,Zoo,4A,Cheng Du Shi,Sichuan,58,2023/8/23,4.3,58,0,4.3,No,,,,,Summer,No,Recommend,Satisfied
134,Male,42,36-45,Hainan,Shi Lin,Zi Ran Qi Guan,5A,Kun Ming Shi,Yunnan,130,2023/9/3,2.4,332.58,202.58,4.1,No,,,,,Autumn,Yes,Recommend,Satisfied
135,Male,46,46-55,Shanxi,Gui Lin Li Jiang,Natural Scenery,5A,Gui Lin Shi,Guangxi,210,2024/3/1,2.6,210,0,4.5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
136,Female,33,26-35,Shanxi,Zha Long Zi Ran Bao Hu Qu,Natural Scenery,4A,Qi Qi Ha Er Shi,Heilongjiang,65,2022/11/26,2.9,524.6,459.6,4.7,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
137,Male,46,46-55,Heilongjiang,Yu Yuan,Historical Architecture,4A,Shanghai,Shanghai,40,2022/12/13,7.3,40,0,4.8,Yes,6335,3,"Yuan Ming Yuan Yi Zhi Gong Yuan ,  Chang Sha Shi Jie Zhi Chuang ,  Hui Zhou Xi Hu ,  Tai Lao Shan ,  Hua Guo Shan ,  Mao Shan",Fei Ji + Da Ba,Winter,No,Highly Recommend,Very Satisfied
138,Male,46,46-55,Tibet,Yang Shuo Xi Jie,Ancient Town,4A,Gui Lin Shi,Guangxi,0,2023/7/8,7.4,472.47,472.47,3.9,Yes,769,2,"Bei Jing Ye Sheng Dong Wu Yuan ,  Da Tang Fu Rong Yuan ,  Shang Hai Bo Wu Guan ,  Shan Hai Guan ,  Jing Yue Tan ,  Zha Long Zi Ran Bao Hu Qu",Fei Ji + Da Ba,Summer,Yes,Recommend,Satisfied
139,Female,30,26-35,Zhejiang,Bai Se Qi Yi Ji Nian Guan,Revolutionary Site,4A,Bai Se Shi,Guangxi,0,2022/7/7,3.4,96.25,96.25,4.6,No,,,,,Summer,No,Highly Recommend,Very Satisfied
140,Male,25,18-25,Beijing,Nan Xun Gu Zhen,Ancient Town,5A,Hu Zhou Shi,Zhejiang,80,2025/4/5,1.3,382.56,302.56,4.6,Yes,3031,4,"Shang Hai Bo Wu Guan ,  Quan Zhou Qing Jing Tao Yuan ,  San Qing Shan ,  Luo Fu Shan ,  Long Men Shi Ku",Fei Ji + Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
141,Male,44,36-45,Ningxia,Shang Hai Ke Ji Guan,Ke Pu Jiao Yu,5A,Shanghai,Shanghai,45,2023/10/30,6.6,364.36,319.36,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
142,Female,70,56+,Hubei,Huang Di Ling,Historical Culture,5A,Yan An Shi,Shaanxi,75,2024/4/9,6.3,552.03,477.03,4.4,Yes,769,2,"Bei Jing Ye Sheng Dong Wu Yuan ,  Da Tang Fu Rong Yuan ,  Shang Hai Bo Wu Guan ,  Shan Hai Guan ,  Jing Yue Tan ,  Zha Long Zi Ran Bao Hu Qu",Fei Ji + Da Ba,Chun Ji,No,Recommend,Satisfied
143,Male,32,26-35,Gansu,Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Ri Zhao Shi,Shandong,60,2022/7/16,3.3,525.3,465.3,4.3,No,,,,,Summer,Yes,Recommend,Satisfied
144,Female,53,46-55,Guangdong,Xian Tao Meng Li Shui Xiang,Natural Scenery,4A,Xian Tao Shi,Hubei,100,2024/6/13,2.7,100,0,4.3,No,,,,,Summer,No,Recommend,Satisfied
145,Female,36,36-45,Beijing,Xian Ning Jiu Gong Shan,Natural Scenery,4A,Xian Ning Shi,Hubei,60,2024/2/1,4.6,328.23,268.23,4,No,,,,,Winter,Yes,Recommend,Satisfied
146,Male,62,56+,Inner Mongolia,Tian Men Lu Yu Gu Li,Historical Culture,4A,Tian Men Shi,Hubei,60,2023/9/15,2.1,60,0,4,Yes,1049,6,"San Ya Da Xiao Dong Tian ,  Wu Zhi Zhou Dao ,  Jin Li",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
147,Male,42,36-45,Beijing,Hang Zhou Xi Xi Shi Di,Natural Scenery,5A,Hang Zhou Shi,Zhejiang,80,2023/11/8,6.8,502.55,422.55,4.2,Yes,706,4,"Su Zhou Hu Qiu ,  Jin Shan Ling Chang Cheng ,  Qing Dong Ling ,  Tian Men Shan ,  Lang Shan",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
148,Male,29,26-35,Guangdong,Gui Lin Xiang Bi Shan,Natural Scenery,4A,Gui Lin Shi,Guangxi,55,2023/6/2,1.4,55,0,4,Yes,2071,3,"Da Lian Sen Lin Dong Wu Yuan ,  Qin Zhou San Niang Wan ,  Fen Jie Zhou Dao",Gao Tie + Da Ba,Summer,No,Recommend,Satisfied
149,Male,27,26-35,Qinghai,Lao Jun Shan,Natural Culture,5A,Luo Yang Shi,Henan,100,2022/7/4,1.3,100,0,4.8,Yes,5006,5,"Bo Zhou Hua Xi Lou , 798 Yi Shu Qu ,  Tong Ling Tian Jing Hu",Gao Tie + Da Ba,Summer,No,Highly Recommend,Very Satisfied
150,Female,55,46-55,Hunan,Du Jiang Yan,Historical Site,5A,Cheng Du Shi,Sichuan,90,2022/8/2,3.5,90,0,4.7,No,,,,,Summer,No,Highly Recommend,Very Satisfied
151,Female,55,46-55,Tianjin,Wu Xi Ying Shi Ji Di,Theme Park,5A,Wu Xi Shi,Jiangsu,150,2023/4/16,2.2,261.14,111.14,4.3,No,,,,,Chun Ji,Yes,Recommend,Satisfied
152,Female,36,36-45,Hunan,Bo Zhou Hua Xi Lou,Historical Architecture,4A,Bo Zhou Shi,Anhui,60,2022/11/9,7.1,526.07,466.07,4.2,No,,,,,Autumn,No,Recommend,Satisfied
153,Male,57,56+,Liaoning,Guang Zhou Zhang Long Lv You Du Jia Qu,Theme Park,5A,Guang Zhou Shi,Guangdong,350,2024/10/27,3.2,708.41,358.41,4.4,Yes,3762,6,"Da Ming Hu ,  Bai Yang Dian ,  Dan Dong Feng Huang Shan ,  Du Jiang Yan ,  Zhan Jiang Hu Guang Yan ,  Bai Shan Chang Bai Shan Da Xia Gu",Gao Tie + Da Ba,Autumn,Yes,Recommend,Satisfied
154,Female,22,18-25,Inner Mongolia,Shang Hai Shi Ji Gong Yuan,Cheng Shi Gong Yuan,4A,Shanghai,Shanghai,10,2025/4/15,7.9,10,0,3.7,Yes,5959,1,"Jin Ci ,  Huang Shan ,  Hai Kou Huo Shan Kou ,  Lu Gu Hu ,  Shang Hai Shi Ji Gong Yuan ,  Song Hua Hu",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
155,Female,43,36-45,Hainan,Ben Xi Shui Dong,Zi Ran Qi Guan,5A,Ben Xi Shi,Liaoning,110,2024/2/21,3.2,131.02,21.02,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
156,Male,45,36-45,Gansu,Yong He Gong,Religious Culture,4A,Beijing,Beijing,25,2022/10/26,4.2,341.45,316.45,3.8,No,,,,,Autumn,Yes,Recommend,Satisfied
157,Male,41,36-45,Guangdong,Wen Chang Dong Jiao Ye Lin,Natural Scenery,3A,Wen Chang Shi,Hainan,0,2023/10/9,2.3,0,0,4.1,Yes,1669,1,"Ba Li He ,  Tai Yang Dao ,  Bai Yun Shan ,  Qian Fo Shan ,  Gu Lang Yu",Kong Tiao Da Ba,Autumn,Yes,Recommend,Satisfied
158,Male,47,46-55,Chongqing,He Gang Luo Bei Ming Shan Dao,Natural Scenery,4A,He Gang Shi,Heilongjiang,50,2024/5/14,3.9,478.8,428.8,4.2,Yes,1853,3,"Tong Li Gu Zhen ,  Shang Hai Ye Sheng Dong Wu Yuan ,  San Ya Da Xiao Dong Tian",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
159,Female,51,46-55,Macau,Shi Lin,Zi Ran Qi Guan,5A,Kun Ming Shi,Yunnan,130,2022/12/18,3.7,351.47,221.47,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
160,Male,58,56+,Guangdong,Gui Gang Gui Ping Xi Shan,Natural Culture,4A,Gui Gang Shi,Guangxi,80,2022/6/25,4.3,505.65,425.65,4.4,No,,,,,Summer,Yes,Recommend,Satisfied
161,Female,34,26-35,Zhejiang,Da Jue Shan,Natural Scenery,5A,Fu Zhou Shi,Jiangxi,60,2024/10/23,3.3,60,0,5,Yes,2298,4,"Hai Luo Gou ,  Ning Bo Tian Yi Ge ,  Da Lian Xing Hai Guang Chang ,  Huang Long ,  Da Lian Lao Hu Tan Hai Yang Gong Yuan",Kong Tiao Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
162,Male,51,46-55,Shaanxi,Shang Hai Ye Sheng Dong Wu Yuan,Zoo,5A,Shanghai,Shanghai,165,2022/12/7,2.3,562.46,397.46,4.7,Yes,2288,4,"Tai Lao Shan ,  San Fang Qi Xiang ,  Chang Bai Shan",Fei Ji + Da Ba,Winter,No,Highly Recommend,Very Satisfied
163,Male,43,36-45,Guangxi,Bei Jing Dong Wu Yuan,Zoo,4A,Beijing,Beijing,15,2024/5/3,1.1,429.83,414.83,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
164,Male,67,56+,Tibet,Tong Tian Yan,Natural Culture,4A,Gan Zhou Shi,Jiangxi,60,2025/1/30,5.1,368.94,308.94,4.5,Yes,1397,1,"Tian Xia Di Yi Quan ,  Bei Hai Gong Yuan ,  Xi Ling Xue Shan ,  Heng Shui Hu ,  Shang Rao Ji Zhong Ying",Kong Tiao Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
165,Male,18,18-25,Shaanxi,Nan Luo Gu Xiang,Historical Culture,4A,Beijing,Beijing,0,2023/5/20,6.7,107.61,107.61,4.5,Yes,6313,6,"Gu Bei Shui Zhen ,  Qi Tai He Bo Li Xi Da Quan ,  He Chi Ba Ma Chang Shou Cun ,  Tian Men Shan ,  Qing Dao Hai Bin Feng Jing Qu",Fei Ji + Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
166,Female,52,46-55,Yunnan,Nan Yue Heng Shan,Natural Culture,5A,Heng Yang Shi,Hunan,110,2022/6/11,1.1,110,0,4.2,No,,,,,Summer,Yes,Recommend,Satisfied
167,Female,35,26-35,Hubei,Hua Guo Shan,Natural Culture,5A,Lian Yun Gang Shi,Jiangsu,90,2025/2/1,5.6,133.58,43.58,4.9,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
168,Male,43,36-45,Tianjin,Chong Sheng Si San Ta,Religious Culture,5A,Da Li Zhou,Yunnan,75,2024/11/22,5,75,0,4.2,Yes,2288,2,"Dong Guan Ke Yuan ,  Bai Shui Yang ,  Gui Lin Liang Jiang Si Hu ,  Qing Dao Hai Bin Feng Jing Qu ,  Gui Lin Xiang Bi Shan ,  Xiang Hai Zi Ran Bao Hu Qu",Kong Tiao Da Ba,Autumn,No,Recommend,Satisfied
169,Male,60,56+,Guangxi,Qing Xi Ling,Historical Site,5A,Bao Ding Shi,Hebei,90,2024/12/26,7.8,90,0,4.4,No,,,,,Winter,No,Recommend,Satisfied
170,Female,56,56+,Inner Mongolia,Mang Shan,Natural Scenery,4A,Chen Zhou Shi,Hunan,80,2024/9/29,4.4,520.22,440.22,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
171,Male,27,26-35,Shaanxi,Fang Cheng Gang Shi Wan Da Shan,Natural Scenery,4A,Fang Cheng Gang Shi,Guangxi,60,2024/11/14,7,60,0,4.2,No,,,,,Autumn,No,Recommend,Satisfied
172,Male,61,56+,Taiwan,Xian Nv Hu,Natural Scenery,4A,Xin Yu Shi,Jiangxi,90,2023/4/13,2.4,269.89,179.89,4.9,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
173,Male,65,56+,Ningxia,Kuan Zhai Xiang Zi,Historical Culture,3A,Cheng Du Shi,Sichuan,0,2024/12/29,2.4,330.24,330.24,3.9,No,,,,,Winter,Yes,Recommend,Satisfied
174,Male,56,56+,Gansu,Bai Se Qi Yi Ji Nian Guan,Revolutionary Site,4A,Bai Se Shi,Guangxi,0,2024/7/22,1.5,484.45,484.45,3.9,No,,,,,Summer,No,Recommend,Satisfied
175,Female,47,46-55,Zhejiang,He Shun Gu Zhen,Ancient Town,4A,Bao Shan Shi,Yunnan,55,2024/6/9,3.2,55,0,4.2,No,,,,,Summer,Yes,Recommend,Satisfied
176,Male,32,26-35,Jiangxi,Bai Se Qi Yi Ji Nian Guan,Revolutionary Site,4A,Bai Se Shi,Guangxi,0,2025/3/15,3.9,296.65,296.65,4.2,No,,,,,Chun Ji,Yes,Recommend,Satisfied
177,Female,55,46-55,Gansu,Liu Ye Hu,Natural Scenery,4A,Chang De Shi,Hunan,0,2023/12/14,6.2,115.36,115.36,4,Yes,1234,1,"Jing De Zhen Tao Ci Bo Wu Guan ,  Fu Zi Miao Qin Huai Feng Guang Dai ,  Bei Hai Gong Yuan ,  San Qing Shan",Fei Ji + Da Ba,Winter,No,Recommend,Satisfied
178,Male,27,26-35,Hebei,Yan Tai Shan,Natural Scenery,4A,Yan Tai Shi,Shandong,50,2022/9/16,1.2,83.24,33.24,4.4,Yes,6652,1,"Ji Lin Bei Shan ,  Lao Jun Shan ,  Tian Zi Fang ,  San Xia Da Ba ,  Xia Men Yuan Lin Zhi Wu Yuan",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
179,Female,42,36-45,Shaanxi,Cha Gan Hu,Natural Scenery,4A,Song Yuan Shi,Jilin,25,2022/11/16,7.3,365.45,340.45,3.9,No,,,,,Autumn,No,Recommend,Satisfied
180,Male,55,46-55,Hong Kong,Dan Dong Feng Huang Shan,Natural Scenery,4A,Dan Dong Shi,Liaoning,80,2023/1/24,6.1,456.54,376.54,4.7,Yes,1068,6,"Lu Shan ,  Qiong Hai Bo Ao Ya Zhou Lun Tan ,  Chang Zhou Zhong Hua Kong Long Yuan ,  Hang Zhou Xi Xi Shi Di",Kong Tiao Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
181,Female,64,56+,Heilongjiang,Ming Yue Shan,Natural Scenery,5A,Yi Chun Shi,Jiangxi,95,2024/11/26,3.5,105.8,10.8,4,No,,,,,Autumn,No,Recommend,Satisfied
182,Male,25,18-25,Shaanxi,Song Hua Hu,Natural Scenery,4A,Ji Lin Shi,Jilin,50,2024/4/19,5.4,133.38,83.38,4.6,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
183,Male,54,46-55,Yunnan,Jin Ji Hu,Urban Landscape,5A,Su Zhou Shi,Jiangsu,0,2022/6/5,6.8,158.15,158.15,4.2,Yes,2123,2,"Tong Tian Yan ,  Huang Cheng Xiang Fu ,  Mu Lan Wen Hua Sheng Tai Lv You Qu ,  Xiao Gan Shuang Feng Shan",Fei Ji + Da Ba,Summer,Yes,Recommend,Satisfied
184,Female,43,36-45,Shanxi,Po Yang Hu,Natural Scenery,4A,Jiu Jiang Shi,Jiangxi,0,2025/1/29,1.7,0,0,4.5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
185,Male,28,26-35,Hubei,Tong Li Gu Zhen,Ancient Town,5A,Su Zhou Shi,Jiangsu,100,2024/3/20,2.5,120.28,20.28,4.4,Yes,6412,5,"Yan Bian Chao Xian Zu Min Su Yuan ,  Ying Hu ,  Zhang Jia Jie Wu Ling Yuan",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
186,Male,42,36-45,Chongqing,Nan Yue Heng Shan,Natural Culture,5A,Heng Yang Shi,Hunan,110,2022/11/28,2.3,529.48,419.48,4.2,No,,,,,Autumn,No,Recommend,Satisfied
187,Male,42,36-45,Guangdong,Zhong Yang Da Jie,Historical Culture,4A,Ha Er Bin Shi,Heilongjiang,0,2022/6/5,4.3,129.06,129.06,4.3,No,,,,,Summer,Yes,Recommend,Satisfied
188,Female,21,18-25,Hunan,San Ya Ya Long Wan,Natural Scenery,4A,San Ya Shi,Hainan,0,2023/6/25,3.8,312.3,312.3,4.1,Yes,855,2,"Qi Tai He Bo Li Xi Da Quan ,  Ji Xi Xing Kai Hu ,  Song Hua Hu",Fei Ji + Da Ba,Summer,Yes,Recommend,Satisfied
189,Male,40,36-45,Hong Kong,Yan Bian Chao Xian Zu Min Su Yuan,Min Su Wen Hua,4A,Yan Bian Zhou,Jilin,30,2023/2/18,4,30,0,3.9,Yes,7818,4,"Chao Hu ,  Chang Sha Shi Jie Zhi Chuang ,  Zhong Shan Sun Zhong Shan Gu Ju ,  Ba Da Ling Chang Cheng ,  Chang Bai Shan",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
190,Male,51,46-55,Xinjiang,Wen Zhou Nan Xi Jiang,Natural Scenery,4A,Wen Zhou Shi,Zhejiang,50,2023/1/3,2.5,393.65,343.65,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
191,Male,43,36-45,Heilongjiang,Cha Ya Shan,Natural Scenery,5A,Zhu Ma Dian Shi,Henan,70,2024/9/18,6.8,546.83,476.83,4.9,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
192,Female,27,26-35,Shanghai,Fu Jian Tu Lou,Historical Architecture,5A,Long Yan Shi,Fujian,100,2023/10/28,1.6,382.91,282.91,4.5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
193,Female,35,26-35,Henan,Long Hu Shan,Natural Culture,5A,Ying Tan Shi,Jiangxi,165,2024/4/23,5.1,329.72,164.72,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
194,Male,40,36-45,Macau,Qian Fo Shan,Natural Culture,4A,Ji Nan Shi,Shandong,30,2025/2/27,1.1,127.89,97.89,4,Yes,1569,6,"Xi Qiao Shan ,  Zhan Jiang Hu Guang Yan ,  Xing Tai Da Xia Gu ,  Sui Hua Jin Gui Shan Zhuang ,  Ha Er Bin Bing Xue Da Shi Jie",Gao Tie + Da Ba,Winter,Yes,Recommend,Satisfied
195,Male,42,36-45,Hunan,Da Lian Xing Hai Guang Chang,Urban Landscape,4A,Da Lian Shi,Liaoning,0,2023/5/23,1.4,0,0,4.4,Yes,3405,1,"Bai Se Qi Yi Ji Nian Guan ,  Mao Shan ,  Xing Tai Da Xia Gu",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
196,Male,30,26-35,Macau,Qing Cheng Shan,Religious Culture,5A,Cheng Du Shi,Sichuan,90,2025/3/19,7.6,534,444,4.2,Yes,7143,4,"Xu Zhou Yun Long Hu ,  Hong Qi Qu ,  Wu Zhou Qi Lou Cheng ,  San Jiang Cheng Yang Ba Zhai",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
